sno,context,charA,charB,relation,movie_name,GenderA,GenderB,GenderNeutral,RaceA,RaceB,Remarks
517," David: Finished.
Alex: But not quite.
David: Is that going to be deep enough?
Alex: Don't you worry about that.
David: Is this necessary?
Alex: Yes. Now come on, all or nothing. ",Alex,David,Roommates,Shallow Grave,Male,Male,1,White,White,
518," Alex: That was good.
David: Can we talk about something?
Alex: Not now. I have an idea.
David: Listen, it's important. We need to talk about what we're going to do --
Alex: Just stop worrying.
Alex: Love and happiness for ever. ",Alex,David,Roommates,Shallow Grave,Male,Male,1,White,White,
519," Alex: What's the problem?
David: I want to talk now.
Alex: After you drink to love and happiness forever.
David: Now.
Alex: After. ",Alex,David,Roommates,Shallow Grave,Male,Male,1,White,White,
520," Alex: I don't know.
David: How much did you pay?
Alex: I don't know.
David: How much?
Alex: I don't know. ",Alex,David,Roommates,Shallow Grave,Male,Male,1,White,White,
521," David: Did they take anything? Did they take anything?
Alex: What is this? What is going on? David!
David: I'll let you in.
Alex: What is this?
David: Security.
David: From what? Jehovah's Witnesses?
David: There was a break-in.
Alex: DOWNSTAIRS, I KNOW. PENSIONER'S TERROR ORDEAL ",Alex,David,Roommates,Shallow Grave,Male,Male,1,White,White,gender associated name might reveal
522," David: Doesn't it worry you?
Alex: No, it doesn't. I tried to let it worry me but it won't. I've worked on that paper for three years. There is a pensioner's terror ordeal on page six every day. Every day. Maybe when I'm a pensioner it'll worry me.
Alex: What's all this for, more security?
David: I fitted a lock up there. On the inside.
Alex: Oh, that'll come in useful. ",Alex,David,Roommates,Shallow Grave,Male,Male,1,White,White,
523," David: What? Yes, that's fine.
Alex: You're sure? There's lots more.
David: No, I'm sure, that'll be enough.
Alex: What's wrong?
David: Nothing.
Alex: You're not eating.
David: Not eating what?
Alex: Not eating like you used to, that's what.
David: If you give me the plate, I'll eat.
Alex: Now swallow.
Alex: You know, you should spend some of that money instead of worrying about it. That's my advice. ",Alex,David,Roommates,Shallow Grave,Male,Male,1,White,White,
524," Alex: Juliet, I have --
David: You looking for me?
Alex: Looking for you? Yes.
David: What for? What did you want? The money? Was that it?
Alex: We just wanted to speak to you.
David: Who else have you wanted to speak to? Maybe you thought they'd already got me.
Alex: Who?
David: Your friends.
Alex: I don't know what you're talking about. ",Alex,David,Roommates,Shallow Grave,Male,Male,1,White,White,
525," Juliet: Are you all right?
David: Oh, yes, I'm fine, thanks, just fine.
Juliet: Would you like to talk about it?
David: No. ",David,Juliet,Roommates,Shallow Grave,Male,Female,1,White,White,
526," Juliet: Do you think you could be a little more forceful next time?
David: I'm sorry.
Juliet: It's alright. I think he got the message anyway.
David: That was stressful. I found that stressful. ",David,Juliet,Roommates,Shallow Grave,Male,Female,1,White,White,
527," Juliet: Two hundred.
David: Two hundred pounds?
Juliet: Two hundred pounds.
David: You paid two hundred pounds for this?
Juliet: That's what it cost, David.
David: No, no, no. That's what you paid for it. Two hundred pounds is what you paid for it. We don't know what it cost us yet, for you two to have a good time, we don't know the cost of that yet. ",David,Juliet,Roommates,Shallow Grave,Male,Female,1,White,White,gender associated name might reveal
528," David: Expecting anyone?
Juliet: What?
David: Were you expecting anyone? Tonight?
Juliet: No.
David: Visitors? Some friends maybe? Someone you talked to?
Juliet: No one. I promise.
David: Who have you talked to?
Juliet: No one.
David: If I think you're lying -- ",David,Juliet,Roommates,Shallow Grave,Male,Female,1,White,White,
529," David: I'm sorry.
Juliet: I should hope so.
David: Maybe we can still sort everything out.
Juliet: We can try. ",David,Juliet,Roommates,Shallow Grave,Male,Female,1,White,White,
530," Dana: Hey, thanks dad.  I never had one of these.
Harry: You better hurry.  You're going to be late for school.
Dana: Really lame. ",Dana,Harry,Child-Parent,True Lies,Female,Male,0,White,White,Dad
531," Harry: Dana, Mr. Hardy called.  Why weren't you in class today?
Dana: He lies!  I was there!  I was in the nurse's office, cause I had a headache.
Harry: You seem fine now.
Dana: Great!  You're going to believe that fat dweeb Mr. Hardy over your own daughter.
Harry: I'm not sure what to believe anymore, young lady.  You never used to lie to me.  But lately you don't seem to know the difference between right and wrong.
Harry: Dana, are you listening to me?
Dana: Yeah, Dad.
Harry: You know you can always talk to me.  Right?  Whatever is going on in your life, your mom and I'll understand.
Dana: Okay, Dad.
Harry: You'd tell me if there was something wrong, wouldn't you, pumpkin?
Dana: I'm not a pumpkin!  Okay?!!  Do I look even remotely like a pumpkin?! I'm not a muffin, or a cupcake or a honeybear either! ",Dana,Harry,Child-Parent,True Lies,Female,Male,0,White,White,daughter
532," Dana: Oh my Gooooood.
Harry: There are going to be some changes Dana.  You're going to start following some rules.  And I'm going to be there to see that you do.
Dana: Yeah, right.
Harry: You're going to stay in school.
Dana: Why?  So I can wind up like you?
Harry: Did I tell you about the time we first met?
Harry: You were quite young at the time.
Harry: Somewhere along the way I got lost, honey.  I forgot about what was really important.  I'm sorry pump-- I mean--
Harry: Dana, regarding this singing--
Harry: You were pretty good. ",Dana,Harry,Child-Parent,True Lies,Female,Male,1,White,White,
533," Harry: I told the guy---
Dana: I'm done.
Harry: I seem to remember something about a history project that's due tomorrow.
Dana: Dad.  You just think you know everything, don't you? ",Dana,Harry,Child-Parent,True Lies,Female,Male,0,White,White,dad
534," Mrs bennet: It is a pity she is not more handsome.
Elizabeth: Mama!
Mrs bennet: But Lizzie will never admit she is plain. ",Elizabeth,Mrs bennet,Child-Parent,Pride and Prejudice,Female,Female,1,White,White,
535," Mrs bennet: People do not die of colds.
Elizabeth: Though she might well perish with the shame of having such a mother.
Elizabeth: I am going to Netherfield at once.
Mrs bennet: Nonsense, the horse is with Jane. And the girls took the carriage to town.
Elizabeth: Then I will walk there. We should not leave Jane alone in her condition.
Mrs bennet: Walk! You will not be fit to be seen by the time you get there. ",Elizabeth,Mrs bennet,Child-Parent,Pride and Prejudice,Female,Female,1,White,White,
536," Mrs bennet: I have never had such a good time in my life. Mr Bingley you must have such a ball once a month at least.
Elizabeth: Mother. I really think it is time to go.
Mrs bennet: Don't be impertinent. our hosts are perfectly happy with our company, are you not, Mr Bingley? I hope I can entice you to Longbourn to sample our hospitality.
Mrs bennet: So tell me Mr Bingley. Whom did you like least of all your guests this evening?
Elizabeth: Really. This is enough. ",Elizabeth,Mrs bennet,Child-Parent,Pride and Prejudice,Female,Female,0,White,White,mother
537," Mrs bennet: Oh! Yes. Certainly - Lizzy would be very happy indeed. Please -- go ahead. No time like the present. Everyone. Out. Mr Collins would like a private audience with your sister.
Elizabeth: Wait. I beg you. Mr Collins can have nothing to say to me.that anybody need not hear.
Mrs bennet: No. Nonsense, Lizzy. I desire you-will stay where you are. Everyone else, to the drawing room. Mr Bennet.
Mrs bennet: Now! ",Elizabeth,Mrs bennet,Child-Parent,Pride and Prejudice,Female,Female,1,White,White,
538," Mrs bennet: Lydia married! And at sixteen too! Ring the bell, Kitty! I must put on my things and tell Lady Lucas! Oh to see her face!
Elizabeth: We should thank our uncle, Mama.
Mrs bennet: And so he should help! He's much richer than us, and he hasn't got any children.
Elizabeth: How can you talk like that? ",Elizabeth,Mrs bennet,Child-Parent,Pride and Prejudice,Female,Female,0,White,White,mama
539," Elizabeth: I am very happy to inform you that not only have my sentiments changed there are no other words which could give me greater pleasure.
Mrs bennet: Lizzie, where have you been. We thought something had happened to you.
Mrs bennet: Mr Darcy! What on earth are you doing here?
Elizabeth: Mr Darcy has come to speak with Papa. ",Elizabeth,Mrs bennet,Child-Parent,Pride and Prejudice,Female,Female,1,White,White,
540," Lewis: You skipped the whole paragraph.
Shepherd: And Monday morning it is.
Shepherd: This is a time for prudence, Lewis.
Lewis: That was the kick-ass section.
Shepherd: I thought what with being the President and all...
Lewis: Sir, of course I didn't mean to imply--
Shepherd: I thought you'd be turning cartwheels this morning, Lewis -- 63 percent job approval.
Lewis: That's great news, sir, but... ",Lewis,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,0,White,White,"sir, Shepherd is a last name"
541," Lewis: Because you dropped the whole kick-ass section, now we've got this thing hanging out there.
Shepherd: There's a thing hanging out there?
Shepherd: And it's hanging out there?
Lewis: Yes, sir. ",Lewis,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,0,White,White,sir
542," Lewis: Mr. President, I really feel we need to focus on...
Shepherd: Lewis, however much coffee you drink in the morning, I want you to reduce it by half.
Lewis: I don't drink coffee.
Shepherd: Then hit yourself over the head with a baseball bat, would you please? ",Lewis,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,0,White,White,Mr. president
543," Shepherd: The Sydney issue?
Lewis: We should have a consensus on how the White House is going to handle it.
Shepherd: I sure hope the Sydney issue refers in some way to a problem we're having with Australia, because if it's anything else... ",Lewis,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,1,White,White,
544," Shepherd: LET ME SEE IF I'VE GOT THIS
Lewis: See, I think it's important, when we deal with it, that we--
Shepherd: Don't deal with it.
Lewis: Excuse me?
Shepherd: They're trying to get us to swing at a pitch in the dirt. No one ever wins these fights. It'll go away.
Lewis: I'm not sure that's the wisest--
Shepherd: Aw...hell! ",Lewis,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,1,White,White,
545," Shepherd: Look! Look! There it is! Carmen's House of Flowers! We gotta stop.
Lewis: What?
Shepherd: I gotta get her flowers.
Lewis: Here?! ",Lewis,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,1,White,White,
546," Lewis: No, he's not hopping. Sir, no hopping. Stay in the car. I'll get the flowers.
Shepherd: Then it's not personal.
Lewis: Let the agents do a security sweep.
Shepherd: You think there's a florist who's planning an assassination on the off-chance that I'd be stopping by?
Lewis: It's possible. ",Lewis,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,0,White,White,sir
547," Shepherd: You got something to say to me?
Lewis: Respectfully, sir. I think we should examine the new poll for more than its value as a box score.
Shepherd: Examine what? They don't like that I'm going out with Sydney.
Lewis: It's not that simple, sir. I think this poll helps bribg a murky problem into specific relief.
Shepherd: Whose problem we talking about, Lewis? Yours? You worried about your job? This poll isn't talking about my Presidency. This poll is talking about my life. Two hundred and sixty-four million people have decided--
Lewis: Mr. President, two hundred and sixty- ",Lewis,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,0,White,White,sir
548," Shepherd: Lewis.
Lewis: Sir.
Shepherd: Things have been a little rough between us lately.
Lewis: I know sir, I'm sorry.
Shepherd: Don't stop what you're doing.
Lewis: That's kind of you, sir, but I realize I've been a little insensitive about some personal...
Shepherd: No, you were right. Two hundred and sixty-four million people don't give a damn about my life.
Lewis: Just so you know I've never been one of them, Mr. President. ",Lewis,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,0,White,White,sir
549," Shepherd: The last thing I want to do is put the Lybians center stage.
Kodak: I think it's a great idea, sir. You know Rumson's gonna be talking about your lack of military service.
Shepherd: This isn't about Rumson. What I did tonight was not about political gain.
Kodak: But it can be, sir. What you did tonight was very presidential.
Shepherd: Leon, somewhere in Libyan right now there's a janitor working the night shift at the Libyan Intelligence Headquarters. He's going about his job 'cause he has no idea that in about an hour he's gonna die in a massive explosion. He's just going about his job 'cause he has no idea that an hour ago I gave an order to have him killed. You just saw me do the least presidential thing I do. ",Kodak,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,0,White,White,"sir, Kodak is a last name"
550," Shepherd: We said as a last resort.
Kodak: We're there, sir. The State of the Union is 48 hours away.
Shepherd: No. Come on. There's gotta be three votes someplace else.
Kodak: There isn't.
Shepherd: Bullshit, Leon. There's gotta be somebody we haven't--
Kodak: There isn't, sir.
Shepherd: Storch.
Kodak: I beg your pardon?
Shepherd: What about Storch? ",Kodak,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,0,White,White,sir
551," Kodak: Storch is a 'no.'
Shepherd: Wagner.
Kodak: No.
Shepherd: Sobel.
Kodak: No.
Shepherd: Clark.
Kodak: No.
Shepherd: Not that Clark, the one from Indiana.
Kodak: That one too, sir. ",Kodak,Shepherd,Workplace Superior - Subordinate,The American Preside e,Male,Male,0,White,White,sir
552," Rath: This is 1242.  I got it.
Bain: Is there a problem?
Rath: No.  No problem.  The airport, right?
Bain: Right. ",Bain,Rath,Opponents,Assassins,Male,Male,1,White,White,Both are last names
553," Rath: How'd you cut yourself?
Bain: Oh?  Working.  A little accident.
Rath: You a waiter?  You look like a waiter.
Bain: Yeah.  Yeah, I'm a waiter.
Rath: Where?
Bain: What?
Rath: What restaurant?
Bain: Uh, Fontella's RATH
Bain: No.  No I'm not.
Rath: Where you from?
Bain: What is this?
Rath: Not too good at small talk, eh?
Bain: Look, I'm real tired and I'm not interested in fucking chit-chat.
Rath: I know just what you mean.  I'm pretty beat myself.
Rath: Since you looked like a waiter, I had to ask what restaurant because of what happened at the Trattoria Roma.
Bain: Why?  What happened?
Rath: Didn't you here all them sirens? ",Bain,Rath,Opponents,Assassins,Male,Male,0,White,White,waiter
554," Bain: No shit.
Rath: Yeah, it's terrible.  I mean Valli, and I don't care what office he's running for, the guy's a crook.  He probably had it coming, but all the other people.  Real sad.
Bain: Yeah.
Rath: But they caught the guy.  I heard it all.  Sounded like he just went berserk, fucking loco.  Shooting anybody.  Drugs, probably.
Bain: Probably.
Rath: I'd love to sit in that jury.  Send that S.O.B. right to the chair.
Bain: Sizzle lean.
Bain: What are you doing?
Rath: What?
Bain: That was Peterson back there.  That goes to the expressway for the airport.
Rath: You're right.  Talking too much again.
Bain: Yeah well, you just blew your tip, pal.
Rath: What?  You think I'm running you up?
Bain: Just do your job.
Bain: What are you doing?
Rath: Get out.  You think I'm running you up?  Get out.
Bain: You can't --
Rath: The hell I can't.  It's my cab.  I don't like you.  So, get the hell out!
Bain: Holy fucking shit!
Bain: I get out, you got me.
Bain: Now what?
Rath: We're both going to the airport.
Rath: Sit back.  Put your seatbelt on.
Bain: No fucking way.
Rath: Okay, don't.
Rath: If either of us fucks around, the other can blow the fuel line.
Bain: Jesus -- I'm being driven to the airport by Robert Rath.
Bain: I can't believe this.  You rolled some cabby for the radio, then waited for an airport fare.
Bain: Boy, that's fucking genius.  You're a fucking genius.  Then you're just sitting there, bullshitting with me.
Rath: What's your name?  We both know it's not Nicholai.
Bain: Holy shit!  Robert Rath wants to know my name.
Bain: Bain.  Michael Bain.
Rath: How long have you been freelance?
Bain: Two years.  Two long fucking years.
Bain: Hey.  What I don't get was why didn't you take the shot inside the restaurant?  I mean you had me, a free shot.  That's what I would have done.
Rath: It's just a shoot-out then.  Sixty-
Bain: Sounds like chickenshit --
Bain: Listen to me calling you chickenshit!
Bain: Is that a wig?  Shit, I hate wigs!
Rath: You're wearing a wig now.
Bain: God damn are you good.  Everyone says you're so fucking good.  I just can't believe I'm still alive.  If I believed in God, I'd be down on my knees.  Right now -- Hey, how come you just didn't plug us all when we came through the door?
Bain: Shit if I was you, back there --
Bain: Game over.
Bain: Do you mind if I ask you a couple of business questions?  You know I was wondering how much you bid this job at?
Bain: You don't have to tell me that.
Rath: We both know what you were doing.
Bain: Smith and Wesson .22 with an eight inch silencer.  Classic.  When I first heard you used that, I thought, shit, that's a lady's gun.
Bain: Would you really blow us?
Bain: Oh!  I got a question.  Jesus, this has been driving me crazy for years -- shit, listen to me.  I sound like some fucking fanboy.  I'm sorry, but I just got to ask you.  Everybody talks about how you left the Agency and got into the business and then how you went after the Russian, Nicholai Talinkov --
Rath: Tachlinkov.
Bain: Yeah, that's it.  And he's like a fucking genius.  They said he shaded you over and over.  And in the end, he aced you again.  Shaded and faded.  They say he's living on some Greek island, but I say that's fucking bullshit.  I say you're the best and that you planted his ass.
Bain: I bet I'm right.
Bain: Robert Bain, driving me!  Jesus fucking Christ!
Rath: After those cops, you'll never be able to come back to Cleveland.
Bain: Who the fuck cares about Cleveland.
Bain: So what happens now?
Rath: We go around once.
Bain: Bullshit.
Bain: You tell me that we're gonna go around once, then, while I'm checking out the lay of the land, you bail out and send me flying over the bridge.  Right?  Am I right?
Rath: Okay.
Bain: What?  What's okay?
Bain: What are you doing?
Rath: There's a sand barricade up ahead; I'm going to ram this cab into it.
Bain: Oh man, that's sweet.  That's fucking sweet.
Bain: You're bluffing.
Bain: You're fucking with me.  You want me to jump.  I jump, you hit the brakes and bang -- Game over.
Bain: No, no.  Wait.  You don't want me to jump.  You're going to jump.  I'm stuck back here until it's too late. ",Bain,Rath,Opponents,Assassins,Male,Male,0,White,White,boy
555," Bain: Fuck me!
Rath: Want a drink?
Rath: Okay...
Rath: I'm not good at this sort of thing, but we don't have a lot of time, so I'll just go ahead and get started. ",Bain,Rath,Opponents,Assassins,Male,Male,1,White,White,
556," Rath: Yes.
Bain: How'd you know?  Just tell me that.
Rath: I knew the same way in ten years you're going to know.
Bain: What does that fucking mean?
Rath: It means that I'm going to tell you things, even though I already know that you're not going to listen to a God damned thing I say. ",Bain,Rath,Opponents,Assassins,Male,Male,1,White,White,
557," Rath: Listen to me, Bain.  Two days ago, you contacted your contractor, who told you that they knew when and where I was going to pick up the transferred money from MicroCell.
Bain: I ain't scared of you.
Rath: Yeah you are and you hate it.  You hate the fact that your hand is shaking and mine isn't.  That you're sweating your balls off and I'm not.
Bain: If you think you can take me, quit fucking bullshitting and try it.
Rath: All right, Bain.  Pay attention, because this is where everything changes. ",Bain,Rath,Opponents,Assassins,Male,Male,1,White,White,gender associated name might reveal
558," Rath: You're a businessman, right?  This is a business deal.  Behind that counter, I have over ten million dollars.  I'll give you half of it, more money than you'll make in the next ten years if, you walk away.
Bain: Five million dollars?
Rath: That's right.
Bain: Shit.  That sure is a lot of money.
Rath: Did you see how I did that?  Magic wasn't it?
Bain: What?
Rath: You understand what's going on?  It makes sense, right?
Bain: Oh, yeah.
Rath: What I just said, no assassin would say.  What I've said, only a mark would say.
Bain: You think I would be an idiot to pass up five million dollars.
Rath: You would be.
Bain: You don't know a fucking thing about me.  You don't have the slightest fucking clue.
Rath: Why don't you tell me.
Bain: I'll tell you this.  After Cleveland, I thought I was lucky to be alive.  But now, here, I just realized that you were the lucky one.
Rath: Now I'll tell you something.  It wouldn't fucking matter if I offered you one hundred million dollars.
Bain: Yeah, okay!  I'm ready!  Let's fucking go! ",Bain,Rath,Opponents,Assassins,Male,Male,0,White,White,busninessman
559," Rath: Bain!
Bain: Fuck no!
Rath: Shit!
Rath: Electra! ",Bain,Rath,Opponents,Assassins,Male,Male,1,White,White,
560," Rath: The gun!  He needs the gun!  Get rid of it!  Throw it!
Bain: Hey!  Tell me something, Bobby-boy.
Bain: Are you still thinking that you're going to take me?
Bain: No, I don't think you are.  You know what I think?
Bain: I think you're thinking what I'm thinking.
Bain: You know what I'm thinking, Bobby-boy?!
Bain: You know what I'm thinking?! ",Bain,Rath,Opponents,Assassins,Male,Male,0,White,White,bobby-boy
561," Rath: How many bodies were there?
Electra: What?
Rath: He has to clean up.  How many bodies were there?
Electra: Um, five.
Rath: One hour per man. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
562," Rath: Get on the expressway.
Electra: Where are we going?
Rath: Nowhere yet.
Electra: Nikita, hush.
Electra: She won't stop unless you let her out.
Rath: Nikita?  She helped me find you.
Electra: What?  How did you know I had a cat?
Rath: Took a guess.  Lucky for you, I guessed right.
Electra: Who the fuck are you?  Who do you work for?
Rath: I work for the government.
Electra: Yeah?
Electra: Bullshit.
Rath: Yeah.
Electra: You're one of them, aren't you?  A fucking pro.
Rath: I'm part of the game, just like you.
Electra: Jesus!
Electra: What do you think you're doing?
Rath: Twenty large?  That's all?
Electra: What do you mean, 'that's all'?
Rath: The bonus on the contract for you was one million dollars.
Rath: Slow down.
Rath: I figure that means these are worth ten times that, maybe more.
Electra: Ten million --
Rath: Now you understand why I'm here.
Rath: I really think you should slow down. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
563," Electra: Now what?
Rath: Turn off the engine.
Electra: You want me to pump?
Rath: No, stay in the car.  I want you to understand something.  If I intended to kill you, you would already be dead. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
564," Electra: Come on, come on, it's a cake walk.
Rath: Oh shit.
Electra: Please, please.
Rath: Dammit. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
565," Electra: Okay.  How did you find me?
Rath: You're the computer hacker, you tell me.
Electra: You didn't know anything about me.
Electra: Nikita?
Rath: Yellow Pages.  V for veterinarian.
Electra: You're one of them, aren't you?
Electra: An assassin?
Rath: Until a minute ago.
Electra: What does that mean?
Rath: If I still was what I used to be, you would not be pointing that at me.
Electra: Who is that other guy?
Rath: Another contractor.
Electra: Someone hired both of you?
Rath: No.  They hired Bain.  The contract would have been mine, but Bain took it from me as he took the previous one.
Electra: So this is something between you and him?
Rath: He stole the contract knowing that I would come after him.
Electra: Why?
Rath: Because he is trying to retire me.
Electra: He wants to kill you?
Rath: Yes.
Electra: Why?
Rath: The nature of the business.  You remove your competition.
Electra: And you want to use me to get him?
Rath: Yes.
Electra: Forget it!
Rath: We don't have a choice.
Electra: Don't tell me I don't have a choice!
Rath: Right.
Electra: I'm two seconds away from making my choice which means you've got two seconds to tell me why I shouldn't shoot you.
Rath: It's simple.  You need me.  I need you.  And we will both need money.
Electra: I don't need you to get the money --
Rath: If it hadn't been for me, you would be dead.
Electra: I don't need the money.
Rath: This is something that is never going to end.  You can never work in the business again with this contract, because he will find you.
Electra: Then you can have the disks and I'll just walk out that door --
Rath: If you walk out that door, Bain will still come after you.
Electra: Why?
Rath: Because he took a contract on you.
Electra: You don't know that -- you're trying to scare me.
Rath: No.  It's the truth.  I know what you are.  Like me, like Bain, you're a ghost, you're not part of the real world.  You don't have a social security number.  You don't pay taxes.  You've probably used ten different names over the last ten years.  A long time ago something probably happened, something illegal and you ran, you disappeared and it was easy.  You think you can do it again.  But I'm telling you, fading from the law is nothing.  No matter what you do, where you go, I swear to you that Bain will find you.
Electra: How?
Rath: Right now, as we sit here, he is tearing through your apartment.  He is digging through your drawers, emptying your closets.  He will take your telephone and address books, your appointment books.  If you keep a diary, he is reading it.  He'll go into the kitchen and find out what kind of food you eat, liquor you drink, cigarettes you smoke.  In the bathroom he will find any prescription drugs you take and where you get them filled.  If you have video tape or recordings he will watch and listen to all of them.
Electra: Oh Jesus Jesus...
Rath: He will know everything about you.
Electra: Shut up!  All right!  You've said enough!
Electra: I need to think... To be alone. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
566," Electra: Listen -- I don't even know your name.
Rath: Rath.  Robert Rath.
Electra: Electra.
Rath: Just Electra?
Electra: Yeah.
Rath: As in daughter of Agamemnon?
Electra: No.  Just Electra.
Electra: What I'm trying to say is that --
Rath: What do you want to know?
Electra: If Bain hadn't taken the contract on me, would you have?
Rath: No.
Electra: Why?
Rath: Because I'm done.
Electra: This is crazy.  I can't trust you.
Rath: Do you play?
Electra: With computers.
Rath: It's not the same, is it?
Electra: Better than playing with yourself.
Rath: I had an opponent.
Electra: Had?
Rath: He was Russian.  Nicholai Tachlinkov.  A legend in the business when I was just starting.
Electra: He was white?
Electra: It looks like white's game.
Rath: We played with a code using The New York Times obituaries.  Over three years we played twelve matches.  I never won.
Electra: Why didn't you finish this game?
Rath: He was... taken.
Electra: He was killed.
Electra: By who?
Rath: I killed him.
Electra: Why?
Rath: Because that's how it works.  That's what it's about.  He was the best.
Electra: Where you wanted to be?
Rath: Yes.  As soon as you get into this business, all you can think about is getting to the top.  That's all there is.  Until then, there is nothing.  You are nothing.
Electra: How did you get into the business?
Rath: The same way everyone does; the government, the Agency.
Electra: The C.I.A.?
Rath: More or less.
Electra: How old were you?
Rath: They recruited me when I was in high school.
Electra: Jesus -- why?
Rath: Languages.  I was already fluent in nine languages.
Electra: You were like a boy genius?
Rath: Some people said that.  I never thought so.
Electra: Why not?
Rath: I was just different.
Electra: You went from high school to the Agency?
Rath: No.  I graduated from George Washington University.  Then I entered the Agency training program.
Electra: They didn't give you a choice, did they?
Rath: No, they didn't.
Electra: But you knew what they were training you for?
Rath: Of course.  I was going to be James Bond.
Electra: Ahhhh...
Rath: They are very good at what they do. ",Electra,Rath,Friends,Assassins,Female,Male,0,White,White,daughter of
567," Electra: The exotic women.
Rath: Women?  No... not really.
Electra: Why not?
Rath: Women... I don't... I don't want to talk about women.
Electra: Why?
Rath: Because you are a women.
Electra: Why did you leave the Agency?
Rath: The same reason everyone does.  You hear your name on C-SPAN and you realize you're a skeleton in someone's closet and they're coming to bury you.
Electra: They tried to kill you?
Rath: Yes.  It didn't matter much to them as long as I disappeared.
Electra: Then you went freelance?
Rath: The only thing different about the private sector is that a General Contractor takes less of a percentage than the government, so you make more money.  Then once you make the transition, you realize you were never working for the government; it was always the private sector, the vested interests and it's the same vested interests that continue to buy your plane tickets.
Electra: Tell me about the first time.
Rath: My first take?
Electra: Yes.
Rath: Why?
Electra: Because I want to know.
Rath: It was... mechanical.  Very precise.
Electra: Are they usually like that?
Rath: No.  Just the first one.
Electra: After that?
Rath: They become complicated... messy.
Electra: Did it ever bother you?
Rath: Did it ever bother James Bond?
Electra: That's fiction.
Rath: This is fiction!  Don't you see that?  This is another reality.  And the people that come into the world to play this game -- nobody forces them!  They're here, they know the rules, the stakes, the risks!  Do you understand what I am saying?  No one is innocent -- including you!
Electra: Does that mean it didn't bother you?
Rath: You get a job swinging a hammer, the first day you get a blister, it tears open, it bleeds and it stays sore a long time.  You keep swinging the hammer, you get a good hard callous that covers that spot and it never bothers you again.
Rath: Check.
Rath: Is that what you wanted to hear?
Electra: No.  Something honest.
Electra: Mate.
Electra: I hope your plan is better than your game. ",Electra,Rath,Friends,Assassins,Female,Male,0,White,White,you are a woman
568," Rath: Do you have a passport?
Electra: Several.
Rath: Good.
Electra: Where is it?
Rath: Mexico. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
569," Electra: Hey, where are you?
Rath: Thinking.
Electra: About?
Rath: Nothing.
Electra: I've never been to the Gulf of Mexico.  Is it as nice as they say?
Rath: I don't know.
Electra: You were there?
Rath: Yes. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
570," Electra: So, that's where all that S & L money is?
Rath: That's where he'll be.
Electra: What?
Rath: I wasn't expecting this.  I need to think. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
571," Electra: Don't you ever get tired of playing the same game?
Rath: No.
Electra: Why not?
Rath: It helps me to focus.  It centers me, helps me think.
Electra: Oh.  What do you think about?
Rath: Work.  The things I need to get done.
Electra: Do you think about the game?
Rath: Yes.
Electra: But you've never figured out a way to win.
Rath: No.
Electra: Not even a stalemate?
Rath: No.
Electra: What happens if you do?
Electra: Can I ask you something?
Electra: What will you do if this works, if we get the money?
Rath: I don't know... maybe I'll live on a boat, sail to all the places I've never been.
Electra: That sounds nice.
Electra: I'm kind of tired.  I think I'd like to try and get some sleep.
Rath: You can have the bed.  The chair is fine for me.
Electra: Thanks.
Electra: Do you think he's here?
Rath: Here?
Electra: In Costa Blanca.
Rath: Yes.
Electra: What do you think he's doing?
Rath: I don't know... But I'm sure he's not sleeping. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
572," Electra: I know what you are thinking.  I'm not going to disappear, okay?  I'm not going anywhere, just down there, to that beautiful beach.  I got to get out of this room, just for a little while.
Rath: Okay.
Electra: Really?
Rath: He won't be looking for you.  Just be careful.  Buy a book.  Keep your sunglasses on.
Electra: Book.  Sunglasses.  Great. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
573," Rath: You should knock.
Electra: Sorry.
Rath: How was the beach?
Electra: The beach?  It was nice. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
